Data Type,Country,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,1995,Value for: dozens,"439,144,573","419,883,264","355,824,264","322,342,108","419,407,500","507,508,906","605,055,296","616,983,787","464,857,178","417,065,730","272,190,457","221,393,607"
Customs Value,China,1995,Value for: thousand meters,0,0,0,"22,125",0,0,0,0,0,0,0,0
Customs Value,China,1995,Value for: dozen pieces,"25,381,461","22,493,528","22,209,326","23,626,326","26,108,689","30,888,099","39,244,985","59,185,285","56,083,279","52,744,165","33,089,283","24,293,963"
Customs Value,China,1995,Value for: thousand units,"6,133,152","5,035,601","6,178,697","5,074,783","7,650,499","4,894,479","6,848,988","6,753,355","6,490,422","7,028,420","6,674,783","6,014,666"
Customs Value,China,1995,Value for: pairs,"501,073,543","479,816,360","400,230,195","396,411,365","467,244,423","580,737,101","600,335,053","596,229,299","510,247,999","535,207,871","420,979,912","394,006,392"
Customs Value,China,1995,Value for: clean yield kilograms,"1,920","499,674","164,836","161,428","916,624","416,463","87,179",0,"170,793","187,221","107,681","93,178"
Customs Value,China,1995,Value for: grams,"3,295,261","2,969,021","3,290,116","2,730,073","3,115,772","3,372,420","2,057,897","2,748,476","2,522,099","3,551,666","4,184,618","3,716,256"
Customs Value,China,1995,Value for: square meters,"31,539,313","34,363,882","59,714,843","52,844,140","53,663,669","52,218,072","49,768,134","48,916,699","41,387,183","26,819,718","17,990,118","19,030,834"
Customs Value,China,1995,Value for: fiber meters,"5,324",0,0,0,0,0,0,"272,331","175,541","57,609","81,177","84,314"
Customs Value,China,1995,Value for: component grams,"2,133,574","383,662","1,306,121","1,499,513","1,139,458","995,019","195,476","496,356","714,165","815,260","595,870","787,293"
Customs Value,China,1995,Value for: number,"1,377,846,413","1,158,331,777","1,114,103,658","1,297,233,112","1,470,982,678","1,548,090,657","1,666,661,152","1,944,537,779","2,010,132,763","2,152,404,162","1,774,455,375","1,329,021,495"
Customs Value,China,1995,Value for: dozen pairs,"24,668,664","20,701,887","18,613,799","20,699,308","32,237,463","37,896,746","49,397,971","52,929,820","41,714,959","34,633,157","25,473,516","20,879,525"
Customs Value,China,1995,Value for: linear meters,"83,018","38,904","196,172","99,113","72,597","9,964","25,178","98,031","69,420","207,723","54,748","5,700"
Customs Value,China,1995,Value for: meters,"70,822","772,813","3,087,430","48,815","4,580","288,000","184,007","681,201","532,955","826,119","987,364","782,808"
Customs Value,China,1995,Value for: kilograms,"282,404,348","238,978,297","266,071,870","271,489,763","314,064,172","295,942,072","299,866,334","333,872,572","291,315,339","280,230,417","290,215,821","271,954,863"
Customs Value,China,1995,Value for: square centimeters,"1,825,547","1,438,098","1,341,586","1,407,759","1,754,024","1,807,283","2,085,803","2,913,409","3,706,368","3,461,620","2,076,407","1,736,763"
Customs Value,China,1995,Value for: no units collected,"694,493,821","574,856,019","592,801,958","661,789,009","769,418,177","829,410,211","920,605,187","1,074,373,946","1,089,092,163","1,102,490,138","938,374,204","753,721,349"
Customs Value,China,1995,Value for: Megabecquerels,0,0,0,0,0,0,0,0,0,0,0,"3,000"
Customs Value,China,1995,Value for: carats,"419,288","85,616","645,123","222,184","318,027","684,220","414,268","604,762","272,587","592,525","251,955","330,914"
Customs Value,China,1995,Value for: metric tons,"14,018,236","13,016,599","25,452,108","14,590,349","16,304,255","19,162,146","11,993,581","21,282,422","29,731,339","26,964,235","25,889,907","19,204,162"
Customs Value,China,1995,Value for: pieces,"3,367,572","2,686,503","3,286,236","2,740,125","4,558,132","4,588,631","4,685,034","4,753,517","5,131,812","7,161,018","4,968,202","3,831,507"
Customs Value,China,1995,Value for: gross containers,0,"96,061","51,804","90,935","32,034","72,912","205,492","232,238","40,850","146,660","27,219",0
Customs Value,China,1995,Value for: cubic meters,"70,768","580,918","411,171","664,263","329,537","620,398","459,201","789,468","559,505","493,643","772,307","268,729"
Customs Value,China,1995,Value for: proof liters,"126,619","97,597","94,655","60,839","74,084","141,445","147,011","140,830","141,100","126,660","197,627","350,250"
Customs Value,China,1995,Value for: barrels,"23,167,531","10,966,410","18,397,075","42,083,724","21,566,638","11,580,224","40,951,844","21,374,687","35,740,387","19,455,102","31,371,778","32,560,679"
Customs Value,China,1995,Value for: liters,"619,497","241,913","836,135","701,857","761,476","718,298","800,222","1,103,603","449,308","1,345,144","994,018","2,480,363"
Customs Value,China,1995,Value for: pack,"398,278","400,918","534,077","812,280","332,353","658,475","682,410","949,836","934,134","1,051,506","901,647","1,144,854"
Customs Value,China,1995,Value for: component tons,"7,586",0,0,0,"54,084",0,0,0,0,0,0,0
Customs Value,China,1995,Value for: hundred units,"330,743","431,725","615,538","1,376,241","1,057,351","1,134,638","1,077,435","997,165","1,046,762","1,457,330","1,455,686","391,070"
Customs Value,China,1995,Value for: gross,"3,341,141","3,226,102","2,519,414","4,365,372","5,091,450","5,234,994","5,013,587","6,275,362","5,715,235","5,846,205","4,619,114","4,366,637"
Customs Value,China,1996,Value for: dozens,"377,635,078","372,637,939","278,767,200","319,152,880","393,917,863","468,576,252","589,185,070","668,370,840","627,108,163","642,984,117","378,132,507","348,389,956"
Customs Value,China,1996,Value for: proof liters,"94,291","141,684","56,581","135,251","87,935","144,665","172,723","151,166","243,048","280,868","350,508","119,308"
Customs Value,China,1996,Value for: carats,"310,147","751,460","645,094","700,330","727,921","673,367","1,113,340","1,102,107","831,998","812,628","943,968","724,686"
Customs Value,China,1996,Value for: clean yield kilograms,0,0,"60,775",0,"366,785",0,0,0,0,"4,829","900,765",0
Customs Value,China,1996,Value for: component grams,"328,576","625,006","569,116","690,432","470,389","881,930","1,278,715","357,031","80,663","503,469","332,932","545,978"
Customs Value,China,1996,Value for: cubic meters,"751,518","466,057","251,243","369,192","550,679","326,281","574,531","623,290","513,505","425,011","525,937","768,410"
Customs Value,China,1996,Value for: pieces,"5,597,317","3,472,098","3,714,812","4,469,406","5,021,734","4,404,570","4,651,196","5,686,537","6,538,475","9,061,130","6,254,913","5,532,538"
Customs Value,China,1996,Value for: dozen pieces,"26,039,635","25,725,791","21,741,680","24,267,382","29,799,141","33,302,908","45,851,114","58,595,575","63,113,113","55,659,354","32,765,327","27,895,569"
Customs Value,China,1996,Value for: hundred units,"1,671,213","1,534,159","1,537,662","1,343,767","2,921,450","4,339,894","4,085,209","895,923","3,236,830","3,939,763","2,439,643","349,595"
Customs Value,China,1996,Value for: pairs,"535,285,571","512,042,905","430,742,615","411,037,537","507,335,438","542,423,503","645,049,635","637,241,807","546,795,482","593,437,492","529,507,650","517,161,774"
Customs Value,China,1996,Value for: square meters,"28,083,081","25,627,706","29,356,299","29,468,073","37,301,475","36,880,421","43,145,150","38,639,110","40,739,813","52,370,841","41,266,880","49,365,989"
Customs Value,China,1996,Value for: gross containers,"77,246","23,731",0,"26,417","21,930","52,718","45,223","106,395","142,224","40,200","60,112","129,273"
Customs Value,China,1996,Value for: metric tons,"28,230,642","25,563,417","18,352,015","21,940,212","13,848,627","24,630,109","14,349,443","31,727,541","30,259,564","14,782,039","15,904,972","16,919,390"
Customs Value,China,1996,Value for: square centimeters,"2,102,896","1,622,256","1,526,050","1,791,256","1,963,030","1,941,681","1,927,069","2,682,556","3,591,149","4,164,533","2,182,813","1,717,269"
Customs Value,China,1996,Value for: number,"1,441,987,414","1,376,693,829","1,130,977,109","1,379,801,893","1,624,820,802","1,674,575,859","1,931,643,277","2,267,277,159","2,396,826,695","2,615,530,700","2,024,016,289","1,612,013,806"
Customs Value,China,1996,Value for: thousands of cubic meters,0,0,0,0,"28,719",0,0,0,0,0,0,0
Customs Value,China,1996,Value for: gross,"5,186,518","4,453,370","4,272,906","4,242,618","5,714,741","6,698,695","5,726,670","6,756,842","6,404,409","6,225,532","5,433,870","4,116,256"
Customs Value,China,1996,Value for: linear meters,"34,586","11,685","23,831","39,277","22,692","27,258","54,295","26,134","8,450","38,188","25,768","8,580"
Customs Value,China,1996,Value for: barrels,"21,074,330","38,935,890","24,553,617","10,595,473","23,500","19,871,563","33,107,099","31,864,475","22,645,248","36,448,455","43,131,290","42,551,290"
Customs Value,China,1996,Value for: Megabecquerels,0,0,0,0,"13,500","13,500",0,0,"25,829",0,0,0
Customs Value,China,1996,Value for: fiber meters,"91,665","224,925","176,574","292,566","130,657","44,961","157,998","137,017","53,647","499,175","121,282","446,944"
Customs Value,China,1996,Value for: thousand units,"6,216,983","4,603,730","4,986,528","5,018,061","8,143,269","5,608,207","6,195,071","8,286,763","7,432,240","9,172,922","7,086,296","8,068,267"
Customs Value,China,1996,Value for: grams,"2,180,500","2,766,409","2,319,328","1,627,466","2,209,291","1,990,490","3,651,103","1,939,383","3,079,712","4,096,045","4,822,556","5,215,046"
Customs Value,China,1996,Value for: kilograms,"338,234,593","314,030,360","250,247,151","261,308,187","342,807,225","311,388,012","337,637,194","349,293,229","339,480,515","370,907,900","324,770,185","343,398,949"
Customs Value,China,1996,Value for: no units collected,"805,329,091","759,824,699","627,448,191","734,149,482","909,020,750","911,331,755","1,097,028,493","1,273,837,295","1,283,116,607","1,343,366,800","1,060,958,847","893,225,825"
Customs Value,China,1996,Value for: dozen pairs,"24,418,471","24,316,093","16,923,994","20,268,127","30,887,512","35,325,756","44,566,594","54,298,134","53,286,487","53,426,387","35,299,888","30,462,163"
Customs Value,China,1996,Value for: pack,"863,674","1,841,353","811,608","842,682","1,023,698","1,103,683","917,520","893,627","765,767","771,498","636,535","416,270"
Customs Value,China,1996,Value for: liters,"1,215,051","1,029,286","998,767","669,447","992,777","956,558","569,794","825,944","1,249,026","1,836,500","1,472,508","4,996,300"
Customs Value,China,1996,Value for: meters,"1,033,845","1,178,327","1,635,999","2,035,758","1,915,777","923,203","1,256,144","1,232,249","1,730,956","1,822,825","1,645,777","1,424,672"
Customs Value,China,1997,Value for: component tons,0,"56,700",0,0,0,0,0,0,"247,969","63,577",0,0
Customs Value,China,1997,Value for: thousands of cubic meters,0,0,0,"68,700","75,750",0,0,0,0,"135,628",0,0
Customs Value,China,1997,Value for: pieces,"6,348,761","7,435,098","3,235,977","5,813,884","7,978,017","6,817,747","6,704,210","8,318,724","9,147,490","14,523,750","9,520,105","7,018,885"
Customs Value,China,1997,Value for: dozen pairs,"31,911,252","29,582,512","17,725,377","31,650,718","39,840,113","43,335,164","55,978,000","57,435,686","64,739,670","51,898,192","38,005,875","38,276,053"
Customs Value,China,1997,Value for: hundred units,"3,681,239","3,823,505","3,694,326","2,362,140","2,020,839","1,932,878","1,517,213","522,282","1,341,639","862,284","1,693,867","2,612,759"
Customs Value,China,1997,Value for: gross,"4,314,561","4,947,288","3,509,377","5,261,819","6,854,153","7,328,805","8,064,169","5,811,316","5,942,098","7,461,575","6,294,658","4,808,483"
Customs Value,China,1997,Value for: linear meters,"13,813","40,667","14,359","66,273","64,496","31,929","55,463","76,370","294,569","124,896","67,503","31,333"
Customs Value,China,1997,Value for: thousand meters,0,0,"2,480",0,"4,675",0,0,"9,845",0,0,0,0
Customs Value,China,1997,Value for: liters,"3,406,216","6,114,576","5,798,711","5,759,941","5,701,527","4,119,809","4,908,530","2,843,386","2,906,514","5,071,848","5,539,227","6,359,144"
Customs Value,China,1997,Value for: clean yield kilograms,0,"138,873",0,"100,918",0,"46,495","210,961","194,536",380,"121,905",0,"2,190"
Customs Value,China,1997,Value for: component grams,"570,239","340,532","2,932,811","1,735,838","1,061,272","2,420,781","1,026,887","1,937,136","410,001","1,977,316","3,036,199","2,617,752"
Customs Value,China,1997,Value for: barrels,"30,148,263","46,191,554","20,975,575","19,380,513","22,465,980","667,079","1,126,320","27,488,184","11,556,297","8,048,972","7,746,162","1,327,238"
Customs Value,China,1997,Value for: square meters,"66,478,564","44,889,669","43,917,483","53,926,905","58,203,145","55,804,497","58,849,365","48,952,981","54,380,532","57,578,548","49,085,816","52,006,838"
Customs Value,China,1997,Value for: meters,"1,589,820","997,098","1,999,308","1,925,421","3,555,093","1,752,667","2,277,812","2,877,511","2,430,178","2,472,067","1,105,659","1,139,431"
Customs Value,China,1997,Value for: thousand units,"6,773,008","5,573,840","5,277,652","6,867,636","8,952,033","8,048,989","8,844,147","8,868,764","8,675,835","9,462,885","8,363,421","8,406,458"
Customs Value,China,1997,Value for: dozens,"542,065,293","513,634,416","370,324,558","460,076,787","478,114,014","616,358,073","779,496,933","704,348,799","699,533,716","599,460,219","343,655,524","377,362,572"
Customs Value,China,1997,Value for: square centimeters,"1,423,508","1,980,700","1,263,727","2,524,198","2,530,799","2,388,507","2,657,978","3,232,596","4,136,329","4,294,804","4,308,600","2,649,815"
Customs Value,China,1997,Value for: pairs,"650,256,029","608,947,303","490,881,099","549,539,590","629,625,028","686,712,541","741,931,303","683,782,837","652,488,034","658,320,812","555,385,544","529,133,537"
Customs Value,China,1997,Value for: no units collected,"986,768,913","887,958,542","751,171,435","991,788,045","1,066,136,039","1,158,333,040","1,256,130,134","1,186,915,715","1,319,369,111","1,293,471,970","1,104,765,003","1,099,083,363"
Customs Value,China,1997,Value for: pack,"499,357","446,223","375,209","551,671","933,179","381,343","396,353","746,428","504,567","601,355","362,076","556,085"
Customs Value,China,1997,Value for: proof liters,"275,798","177,067","88,617","133,401","99,887","24,755","64,469","222,159","230,901","216,629","187,398","79,886"
Customs Value,China,1997,Value for: fiber meters,"341,682","27,944","334,284","150,161","201,077","213,665","196,855","292,394","255,065","254,368","93,991","187,768"
Customs Value,China,1997,Value for: kilograms,"386,213,592","353,198,525","274,138,785","350,555,925","399,328,287","367,336,667","398,932,382","397,033,253","385,218,469","412,457,172","397,702,442","438,694,023"
Customs Value,China,1997,Value for: dozen pieces,"33,035,538","36,611,619","25,562,468","34,704,883","33,346,538","36,091,254","52,000,008","60,233,702","68,899,783","64,175,633","40,391,611","35,936,023"
Customs Value,China,1997,Value for: gross containers,"115,706","31,246","47,470","14,093","41,576","69,388","141,885","124,044","223,060","96,518","176,331","166,612"
Customs Value,China,1997,Value for: grams,"5,126,183","4,053,802","4,425,270","5,822,557","3,626,819","4,782,879","5,103,563","4,201,428","5,059,202","2,839,727","3,211,508","3,540,140"
Customs Value,China,1997,Value for: cubic meters,"660,656","721,112","802,077","959,536","1,318,497","972,650","1,019,782","1,719,676","1,137,695","1,394,047","1,034,597","1,216,174"
Customs Value,China,1997,Value for: number,"1,820,346,465","1,636,401,808","1,398,186,466","1,838,584,110","2,018,190,747","2,095,410,225","2,323,844,032","2,808,136,781","3,218,750,459","3,352,807,835","2,774,183,805","2,401,710,541"
Customs Value,China,1997,Value for: Megabecquerels,0,"12,750",0,"12,616","12,618",0,"21,043","12,612","17,716","12,696","12,750",0
Customs Value,China,1997,Value for: carats,"1,255,637","7,726,749","1,013,961","739,967","594,579","481,531","899,198","962,222","851,399","1,087,466","1,282,746","767,706"
Customs Value,China,1997,Value for: metric tons,"25,641,336","22,121,405","31,186,653","22,425,571","25,134,841","24,920,989","22,064,447","35,917,921","29,787,459","35,775,081","40,728,215","30,376,422"
Customs Value,China,1998,Value for: thousand units,"8,596,464","5,999,856","7,293,963","9,588,162","9,658,036","8,315,611","10,265,483","9,543,506","9,788,381","10,634,067","11,813,032","10,174,808"
Customs Value,China,1998,Value for: proof liters,"290,414","105,993","103,547","230,013","82,222","502,084","357,238","258,316","211,282","140,292","217,383","71,920"
Customs Value,China,1998,Value for: meters,"837,277","400,865","1,752,638","891,533","982,416","905,844","985,154","751,380","229,130","1,053,608","592,285","1,322,870"
Customs Value,China,1998,Value for: Megabecquerels,"52,100",0,"40,140","24,800","44,590","32,990","24,800","4,238","31,000","62,000","186,127","46,310"
Customs Value,China,1998,Value for: dozens,"534,923,687","463,406,993","403,068,774","413,361,645","423,190,683","584,877,660","672,485,682","661,841,316","700,232,711","577,027,588","409,932,021","447,650,450"
Customs Value,China,1998,Value for: hundred units,"817,224","508,719","594,288","464,286","694,483","596,100","632,510","601,446","497,526","957,774","322,815","1,402,103"
Customs Value,China,1998,Value for: thousands of cubic meters,"455,014",0,"349,466","55,673","124,241","162,245","37,014","32,574","118,422","110,760","288,934","25,168"
Customs Value,China,1998,Value for: carats,"1,090,874","1,034,922","1,132,441","1,078,972","1,204,325","581,416","260,219","1,105,543","461,567","381,404","1,635,578","522,312"
Customs Value,China,1998,Value for: number,"2,435,560,270","1,986,867,936","2,218,163,320","2,481,683,461","2,585,242,895","2,716,691,314","2,952,236,721","3,178,067,367","3,478,281,257","3,855,682,784","3,243,064,169","2,374,508,177"
Customs Value,China,1998,Value for: component grams,"2,622,597","1,805,828","2,489,314","2,464,303","2,369,777","544,345","1,206,539","191,614","333,395",0,0,"454,108"
Customs Value,China,1998,Value for: gross containers,"43,506",0,"82,333","129,623","144,333","106,278","176,576","90,503","110,265","212,134","52,898","178,796"
Customs Value,China,1998,Value for: gross,"6,076,292","4,917,409","4,980,100","7,633,303","9,171,535","12,856,319","11,476,369","9,470,110","8,856,303","8,185,415","6,755,650","6,299,176"
Customs Value,China,1998,Value for: pack,"653,582","432,962","396,805","849,755","725,422","581,481","550,313","528,384","562,157","466,939","531,658","552,880"
Customs Value,China,1998,Value for: kilograms,"428,584,168","376,554,405","390,181,828","426,785,165","461,712,285","438,445,476","456,458,147","459,180,951","468,303,814","472,155,240","489,217,128","482,419,875"
Customs Value,China,1998,Value for: no units collected,"1,101,868,321","882,601,258","985,375,315","1,082,187,625","1,121,631,927","1,181,130,679","1,306,343,916","1,421,889,954","1,503,622,398","1,493,480,420","1,387,345,082","1,231,222,816"
Customs Value,China,1998,Value for: barrels,"4,410,270","2,138,875","14,254,338","8,821,058","16,708,775","16,389,191","21,196,354","9,255,275","10,103,088","18,401,615","10,680,281","8,903,970"
Customs Value,China,1998,Value for: linear meters,"8,892","15,699","37,230","22,415","100,707","85,741","710,372","764,855","288,817","158,446","506,804","346,208"
Customs Value,China,1998,Value for: metric tons,"45,140,765","22,244,631","37,081,052","37,045,492","46,456,644","49,165,920","54,748,278","42,361,967","46,306,860","52,569,137","29,322,479","18,743,521"
Customs Value,China,1998,Value for: grams,"6,350,783","3,498,136","4,880,793","7,456,198","5,280,525","3,197,505","4,412,518","3,874,147","5,324,605","5,795,365","4,685,759","4,280,178"
Customs Value,China,1998,Value for: thousand meters,"2,400",0,"6,282",0,0,"2,500",0,0,0,0,0,0
Customs Value,China,1998,Value for: clean yield kilograms,"1,061","25,257",0,0,0,0,0,0,0,0,0,0
Customs Value,China,1998,Value for: dozen pieces,"37,300,186","30,373,345","36,393,383","41,558,707","40,070,364","45,326,803","53,095,683","61,683,351","63,727,727","69,489,394","47,617,770","36,528,810"
Customs Value,China,1998,Value for: cubic meters,"1,476,762","1,251,709","1,277,048","2,235,421","1,800,429","2,126,531","2,711,760","2,504,443","2,484,476","3,490,810","1,901,129","3,769,817"
Customs Value,China,1998,Value for: liters,"3,046,618","3,898,273","4,462,560","4,454,105","3,703,336","5,361,764","3,127,396","1,457,938","2,158,256","2,365,615","4,225,644","5,814,899"
Customs Value,China,1998,Value for: dozen pairs,"36,148,890","31,002,147","25,636,779","34,607,351","37,704,744","52,256,677","56,706,099","59,524,884","59,008,619","44,585,102","35,544,070","32,998,939"
Customs Value,China,1998,Value for: square meters,"51,511,645","50,156,897","44,069,766","56,294,974","54,081,639","57,646,840","54,909,017","50,393,139","51,845,205","51,215,342","47,287,596","54,514,505"
Customs Value,China,1998,Value for: pairs,"723,559,330","668,552,308","584,187,796","586,477,637","664,665,128","779,262,920","823,836,047","742,587,648","665,294,449","676,902,468","602,075,547","574,024,996"
Customs Value,China,1998,Value for: component tons,"449,254",0,0,0,"147,653","114,865","381,405","254,270",0,0,"127,135",0
Customs Value,China,1998,Value for: pieces,"7,709,511","6,110,474","6,728,927","11,191,648","7,935,849","7,715,692","6,629,029","10,611,645","14,752,428","14,698,612","8,207,958","7,008,182"
Customs Value,China,1998,Value for: fiber meters,"210,995","262,337","263,247","427,976","259,020","260,894","517,480","705,008","744,895","163,766","279,559","623,075"
Customs Value,China,1998,Value for: square centimeters,"2,907,630","2,549,452","2,341,571","2,833,325","3,100,066","3,646,998","3,710,824","4,854,959","5,603,917","6,292,186","5,604,217","4,277,413"
Customs Value,China,1999,Value for: kilograms,"513,072,734","435,883,215","451,645,754","486,885,152","512,907,340","536,072,702","479,863,722","535,102,210","534,305,596","533,332,241","594,821,124","599,741,552"
Customs Value,China,1999,Value for: meters,"582,540","904,969","1,547,153","3,427,803","3,941,709","4,627,583","2,474,758","3,313,987","4,989,769","5,011,429","5,501,690","3,281,702"
Customs Value,China,1999,Value for: thousands of cubic meters,0,"89,032",0,0,"37,245","76,773",0,"129,544",0,"199,821",0,0
Customs Value,China,1999,Value for: carats,"1,444,332","816,974","1,393,649","937,502","1,524,335","982,123","1,590,224","2,517,111","778,763","998,254","606,693","940,248"
Customs Value,China,1999,Value for: dozen pairs,"36,969,334","30,148,279","30,779,897","35,497,763","37,075,038","46,789,191","50,451,319","59,568,342","54,598,929","46,072,459","36,195,255","31,476,046"
Customs Value,China,1999,Value for: liters,"5,731,346","4,615,285","4,415,945","2,354,284","5,070,813","2,543,949","1,334,954","730,699","966,024","1,651,110","2,064,780","2,148,640"
Customs Value,China,1999,Value for: proof liters,"224,486","288,259","182,877","50,970","250,269","238,373","115,461","313,044","392,878","459,326","222,686","111,220"
Customs Value,China,1999,Value for: dozen pieces,"37,392,376","36,699,207","31,932,144","37,485,374","40,451,244","49,199,753","53,150,483","68,027,126","74,119,599","56,797,887","40,154,146","36,629,381"
Customs Value,China,1999,Value for: gross containers,"76,146","49,231","171,952","74,259","40,012","177,170","185,153","132,625","207,022","233,342","229,791","168,052"
Customs Value,China,1999,Value for: cubic meters,"2,645,168","3,085,395","4,321,851","1,908,120","4,143,940","3,151,368","4,209,030","4,735,995","3,176,409","3,464,562","2,445,040","3,238,818"
Customs Value,China,1999,Value for: pairs,"750,152,947","723,607,942","599,566,668","630,926,997","713,590,933","828,235,937","830,321,661","790,340,142","688,725,519","702,107,922","627,895,208","661,811,332"
Customs Value,China,1999,Value for: component tons,0,"69,399","246,015","9,889","107,700",0,0,0,0,0,0,0
Customs Value,China,1999,Value for: no units collected,"1,203,842,160","1,168,506,515","1,122,592,156","1,250,771,691","1,384,184,802","1,533,953,177","1,654,265,415","1,755,224,959","1,804,761,100","1,782,832,252","1,735,804,207","1,590,859,322"
Customs Value,China,1999,Value for: pack,"462,815","614,781","317,741","390,876","552,938","1,342,200","1,081,869","635,673","697,478","684,493","1,063,881","716,557"
Customs Value,China,1999,Value for: fiber meters,"235,534","132,843","83,559","216,822","517,149","162,072","338,933","124,638","249,975","107,730","119,689","149,570"
Customs Value,China,1999,Value for: hundred units,"1,183,423","408,167","674,308","801,875","474,234","967,650","1,173,181","502,189","508,664","498,566","391,483","460,719"
Customs Value,China,1999,Value for: pieces,"7,252,369","8,741,760","14,403,263","15,399,834","12,549,438","15,316,162","13,745,823","17,747,558","30,245,390","23,797,471","16,016,127","13,786,805"
Customs Value,China,1999,Value for: number,"2,441,337,393","2,545,272,419","2,401,096,175","2,834,892,213","3,097,304,914","3,288,906,675","3,489,523,756","3,884,842,440","4,087,897,403","4,321,303,102","3,846,583,694","3,112,084,843"
Customs Value,China,1999,Value for: square meters,"51,115,067","39,248,972","49,577,214","48,747,280","51,346,799","57,153,333","57,645,903","59,364,562","59,808,399","59,387,656","57,529,077","61,107,869"
Customs Value,China,1999,Value for: Megabecquerels,"152,126","91,000","24,800","150,808","24,800","146,775","105,975","105,975","177,200","186,900","235,950","165,300"
Customs Value,China,1999,Value for: gross,"5,773,399","6,318,797","5,912,295","6,745,232","9,631,398","14,275,920","11,721,930","10,292,974","12,037,883","10,030,459","9,895,621","8,032,733"
Customs Value,China,1999,Value for: thousand units,"9,942,692","7,722,134","7,876,380","8,550,967","10,825,449","10,582,394","12,801,381","13,587,599","13,987,190","12,221,212","11,902,564","12,013,366"
Customs Value,China,1999,Value for: clean yield kilograms,0,"42,672",0,"3,420","1,297","1,880",964,"21,678",0,0,"6,000",350
Customs Value,China,1999,Value for: metric tons,"24,702,911","20,825,917","41,079,624","29,684,522","23,140,314","31,096,238","26,495,227","36,728,624","31,689,329","25,903,922","36,035,178","25,689,475"
Customs Value,China,1999,Value for: component grams,"102,237","1,761,630","446,973","471,644",0,"281,544","573,293","1,537,841","1,673,119","1,779,902","1,694,625","653,427"
Customs Value,China,1999,Value for: square centimeters,"4,371,178","4,686,497","3,856,737","3,732,534","4,896,306","5,117,457","6,250,359","8,136,398","9,113,335","7,474,820","7,229,185","5,551,929"
Customs Value,China,1999,Value for: barrels,"3,150","6,528,482","667,133","6,257,714","8,948,201","23,480,401","8,054,630","24,371,164","13,015,851","4,537,653","4,333,216","2,450"
Customs Value,China,1999,Value for: dozens,"562,941,753","521,827,443","425,165,977","393,695,397","394,118,104","613,236,280","652,910,642","700,178,980","723,788,813","601,901,412","479,279,881","456,891,127"
Customs Value,China,1999,Value for: linear meters,"152,199","286,540","258,462","521,067","350,486","540,609","457,257","413,074","525,636","451,718","375,447","524,407"
Customs Value,China,1999,Value for: grams,"5,937,567","5,670,467","7,858,217","5,066,576","5,019,089","6,699,626","4,914,913","4,256,962","4,050,395","4,113,996","3,441,027","4,320,555"
Customs Value,China,2000,Value for: hundred units,"267,237","984,739","726,976","975,052","513,949","517,700","331,466","751,178","476,998","322,428","267,245","457,252"
Customs Value,China,2000,Value for: linear meters,"395,476","97,325","193,529","383,747","200,702","271,946","544,504","762,782","1,002,329","884,217","184,610","529,454"
Customs Value,China,2000,Value for: number,"3,111,558,891","2,981,320,197","3,049,721,009","3,468,744,908","3,764,779,594","4,143,072,830","4,519,175,814","4,993,047,673","5,192,657,017","5,696,605,832","4,826,297,700","3,671,682,584"
Customs Value,China,2000,Value for: no units collected,"1,560,197,849","1,467,605,640","1,427,088,503","1,558,899,660","1,761,357,763","1,896,109,753","2,059,697,093","2,330,130,976","2,291,555,629","2,335,889,244","2,097,301,167","1,856,952,073"
Customs Value,China,2000,Value for: dozen pairs,"36,589,141","33,754,145","26,328,613","33,105,429","43,340,184","47,980,992","59,018,991","64,691,177","54,887,356","57,238,822","44,871,637","37,861,261"
Customs Value,China,2000,Value for: thousands of cubic meters,"97,979","51,885",0,0,0,"212,840",0,0,0,0,"33,964","171,382"
Customs Value,China,2000,Value for: component tons,0,0,0,0,"189,620",0,0,0,0,0,0,0
Customs Value,China,2000,Value for: grams,"4,427,529","3,334,624","4,101,349","4,234,833","3,859,616","3,138,078","3,172,582","3,301,257","3,475,480","3,197,750","4,820,172","3,224,442"
Customs Value,China,2000,Value for: gross containers,"176,731","186,437","126,989","164,001","95,115","222,886","163,637","239,151","280,480","152,946","260,923","103,167"
Customs Value,China,2000,Value for: kilograms,"575,553,903","540,710,970","505,614,429","558,671,081","669,674,766","618,922,875","675,289,770","672,048,907","641,660,709","658,865,969","631,172,672","594,307,792"
Customs Value,China,2000,Value for: dozen pieces,"37,066,426","43,716,741","32,297,787","41,315,422","45,906,735","48,213,483","61,792,647","79,445,852","78,482,053","68,573,285","49,004,089","40,739,081"
Customs Value,China,2000,Value for: thousand units,"10,874,424","11,025,874","11,415,513","12,792,155","15,655,871","15,861,355","14,977,660","15,594,365","16,044,230","18,901,815","18,454,479","16,993,213"
Customs Value,China,2000,Value for: gross,"8,077,897","11,387,079","9,099,893","10,551,363","13,782,158","13,678,543","10,818,718","11,899,049","10,391,333","11,213,943","6,921,673","5,926,051"
Customs Value,China,2000,Value for: fiber meters,"225,345","148,156","208,169","203,880","926,441","575,490","710,031","1,627,425","1,473,578","1,156,316","1,336,889","2,034,093"
Customs Value,China,2000,Value for: pack,"612,474","969,367","489,774","749,113","825,542","860,011","1,008,767","1,164,209","1,026,249","2,449,091","1,216,493","1,213,080"
